,H
scape,1.370157178
scapi,1.273429942
scare,1.445077546
scarf,1.28390311
scarp,1.321951759
scars,1.227747587
scart,1.400144327
scary,1.331599925
scath,1.313266723
scats,1.215152493
scatt,1.249217105
scaud,1.272100959
scaup,1.261893594
scaur,1.351315548
scaws,1.107934501
sceat,1.401246598
scena,1.360509451
scend,1.295235617
scene,1.280127216
scent,1.360549297
schav,1.161206313
schmo,1.174063681
schul,1.220266787
schwa,1.160505518
scion,1.315773671
sclim,1.251792132
scody,1.22515662
scoff,1.063459452
scogs,1.103468018
scold,1.283395188
scone,1.378082758
scoog,1.125731954
scoop,1.141032459
scoot,1.219710095
scopa,1.276487569
scope,1.32995407
scops,1.115980537
score,1.40978565
scorn,1.336083071
scots,1.180934155
scoug,1.21745998
scoup,1.23367425
scour,1.324288715
scout,1.308730734
scowl,1.232197154
scowp,1.166777931
scows,1.072561835
scrab,1.286904788
scrae,1.437770392
scrag,1.299404677
scram,1.304821186
scran,1.361558071
scrap,1.316508616
scrat,1.393550273
scraw,1.273754789
scray,1.325606406
scree,1.325302355
screw,1.29765298
scrim,1.276272583
scrip,1.288581461
scrob,1.259309412
scrod,1.298557823
scrog,1.272680293
scrow,1.243828737
scrub,1.217552617
scrum,1.236445472
scuba,1.210980312
scudi,1.207435263
scudo,1.226930219
scuds,1.080512442
scuff,1.02369323
scuft,1.211529476
scugs,1.064210948
sculk,1.197947425
scull,1.169501748
sculp,1.237000676
sculs,1.141569921
scums,1.067239394
scups,1.076597298
scurf,1.213074037
scurs,1.155428343
scuse,1.208151599
scuta,1.303272674
scute,1.358986912
scuts,1.140919518
scuzz,0.955759871
scyes,1.162142907
sdayn,1.274910654
sdein,1.332483534
seals,1.314931989
seame,1.319897395
seams,1.241029201
seamy,1.339572856
seans,1.299196061
seare,1.404058917
sears,1.326562391
sease,1.240040317
seats,1.314462961
seaze,1.230007883
sebum,1.22574673
secco,1.217254782
sechs,1.154086928
sects,1.226536819
sedan,1.384067278
seder,1.302991013
sedes,1.136590565
sedge,1.225674871
sedgy,1.239815312
sedum,1.254170895
seeds,1.115621559
seedy,1.21109825
seeks,1.073065236
seeld,1.279736009
seels,1.177776079
seely,1.273667681
seems,1.102421786
seeps,1.111629907
seepy,1.210113432
seers,1.190775887
sefer,1.260612095
segar,1.408211757
segni,1.308126863
segno,1.320601589
segol,1.353172871
segos,1.192021947
segue,1.23982504
sehri,1.345466358
seifs,1.178716142
seils,1.281792706
seine,1.34583152
seirs,1.295432056
seise,1.212541122
seism,1.212675953
seity,1.37747447
seiza,1.274258075
seize,1.20169667
sekos,1.154248246
sekts,1.162641713
selah,1.395814877
seles,1.189980565
selfs,1.165292752
sella,1.299247763
selle,1.221588225
sells,1.134395512
selva,1.311072403
semee,1.137020542
semen,1.259114993
semes,1.120025969
semie,1.280444359
semis,1.194879841
senas,1.282667894
sends,1.195526145
senes,1.177026107
sengi,1.304634625
senna,1.275503593
senor,1.423620742
sensa,1.271279187
sense,1.191704833
sensi,1.231836139
sente,1.340341533
senti,1.383871856
sents,1.255059508
senvy,1.23448889
senza,1.259180429
sepad,1.339740425
sepal,1.390704572
sepia,1.360424441
sepic,1.307825488
sepoy,1.299561352
septa,1.376768893
septs,1.210302764
serac,1.430482143
serai,1.438415341
seral,1.464877125
sered,1.316893215
serer,1.234751116
seres,1.211982334
serfs,1.191226685
serge,1.302306007
seric,1.39126165
serif,1.34472843
serin,1.425435888
serks,1.191383172
seron,1.421392091
serow,1.336106306
serra,1.329145942
serre,1.246931752
serrs,1.162476588
serry,1.258854483
serum,1.330322446
serve,1.255316609
servo,1.311758912
sesey,1.140122253
sessa,1.113055763
setae,1.374794672
setal,1.447999261
seton,1.400241852
setts,1.13565393
setup,1.32005975
seven,1.212493235
sever,1.239455145
sewan,1.336847558
sewar,1.377123046
sewed,1.192219809
sewel,1.245682966
sewen,1.227224212
sewer,1.255519683
sewin,1.301916463
sexed,1.136644806
sexer,1.200790957
sexes,1.031543101
sexto,1.251510551
sexts,1.110869585
seyen,1.268675955
shack,1.224280912
shade,1.370245118
shads,1.154348242
shady,1.26102584
shaft,1.281712958
shags,1.14121152
shahs,1.042544642
shake,1.326045712
shako,1.252951846
shakt,1.282041607
shaky,1.218275348
shale,1.428362059
shall,1.238076952
shalm,1.296714651
shalt,1.381307828
shaly,1.318159845
shama,1.161949701
shame,1.357243432
shams,1.140344279
shand,1.305029864
shank,1.258772187
shans,1.199623492
shape,1.366175202
shaps,1.148477384
shard,1.3318328
share,1.440996768
shark,1.287289991
sharn,1.366716831
sharp,1.321192373
shash,1.056831557
shaul,1.327600698
shave,1.30897312
shawl,1.264682307
shawm,1.192041027
shawn,1.249288981
shaws,1.106555836
shaya,1.170072148
shays,1.147049328
shchi,1.081213446
sheaf,1.28637175
sheal,1.38514995
shear,1.414287724
sheas,1.228961204
sheds,1.148616832
sheel,1.292283542
sheen,1.277512897
sheep,1.228628445
sheer,1.302228274
sheet,1.300444156
sheik,1.261617127
shelf,1.263636845
shell,1.235267105
shend,1.297113442
shent,1.359778528
sheol,1.363538319
sherd,1.327319243
shere,1.309246011
shero,1.365429039
shets,1.203675485
sheva,1.256192233
shewn,1.243537432
shews,1.100000544
shiai,1.193928243
shied,1.339270395
shiel,1.392977297
shier,1.402661888
shies,1.235227346
shift,1.247162365
shill,1.206452504
shily,1.284472362
shims,1.106457774
shine,1.381652749
shins,1.16329518
shiny,1.271434865
ships,1.11572057
shire,1.412751401
shirk,1.252061529
shirr,1.233259916
shirs,1.19439997
shirt,1.363744229
shish,1.022662778
shiso,1.168294513
shist,1.194245211
shite,1.395169162
shits,1.178101636
shiur,1.325641263
shiva,1.222814855
shive,1.276969501
shivs,1.061532765
shlep,1.317805167
shlub,1.193587542
shmek,1.214451576
shmoe,1.316874422
shoal,1.356255795
shoat,1.370443333
shock,1.190818785
shoed,1.335980912
shoer,1.39785116
shoes,1.229495529
shogi,1.231593297
shogs,1.106610868
shoji,1.137371724
shojo,1.030792696
shola,1.339135727
shone,1.378976493
shook,1.108649436
shool,1.208317037
shoon,1.190073269
shoos,1.046236433
shoot,1.21713781
shope,1.328423037
shops,1.113972005
shore,1.40815025
shorl,1.345318443
shorn,1.336318402
short,1.36586363
shote,1.388091815
shots,1.176853349
shott,1.213252891
shout,1.306730718
shove,1.2719077
showd,1.179402824
shown,1.214670717
shows,1.071421947
showy,1.181563468
shoyu,1.216315244
shred,1.351671853
shrew,1.298198765
shris,1.193105159
shrow,1.244293523
shrub,1.218191875
shrug,1.234910097
shtik,1.228143459
shtum,1.211804429
shtup,1.222665958
shuck,1.155071468
shule,1.360207433
shuln,1.282118463
shuls,1.139315885
shuns,1.123275031
shunt,1.29322493
shura,1.317281922
shush,0.984678153
shute,1.356286274
shuts,1.138398622
shwas,1.0944091
shyer,1.332816238
shyly,1.099819407
sials,1.267322481
sibbs,0.97253276
sibyl,1.239575094
sices,1.239139536
sicht,1.279750765
sicko,1.220109605
sicks,1.080863522
sicky,1.183081716
sidas,1.193007378
sided,1.227827423
sider,1.3930067
sides,1.227631183
sidha,1.263643707
sidhe,1.327591304
sidle,1.393026392
siege,1.275038536
sield,1.367624764
siens,1.249578434
sient,1.417829622
sieth,1.369191837
sieur,1.399773103
sieve,1.226161743
sifts,1.130868827
sighs,1.087825993
sight,1.253431514
sigil,1.172036625
sigla,1.315763786
sigma,1.241117167
signa,1.297773539
signs,1.139262743
sijos,1.058619484
sikas,1.143622771
siker,1.341322511
sikes,1.174608794
silds,1.166412362
siled,1.382576949
silen,1.417160318
siler,1.4379928
siles,1.280605384
silex,1.275507456
silks,1.125008993
silky,1.226342938
sills,1.092054344
silly,1.193179112
silos,1.221088258
silts,1.225840256
silty,1.327180518
silva,1.263664316
simar,1.363644626
simas,1.178376144
simba,1.224842991
simis,1.012029997
simps,1.091413733
simul,1.275463167
since,1.3938307
sinds,1.150747927
sined,1.367185064
sines,1.264647661
sinew,1.315470501
singe,1.350423215
sings,1.134712651
sinhs,1.144147424
sinks,1.108688832
sinky,1.210378577
sinus,1.164077462
siped,1.32385732
sipes,1.22168274
sippy,1.1061043
sired,1.404328529
siree,1.375643525
siren,1.437145403
sires,1.300784659
sirih,1.215337003
siris,1.105226773
siroc,1.350903286
sirra,1.281407825
sirup,1.301861907
sisal,1.256019641
sises,1.11420083
sissy,1.008018258
sista,1.237272123
sists,1.058838067
sitar,1.430416629
sited,1.383325651
sites,1.28005618
sithe,1.377743785
sitka,1.283987863
situp,1.279753452
situs,1.179480482
siver,1.329510059
sixer,1.288715895
sixes,1.120755455
sixmo,1.133338609
sixte,1.285802564
sixth,1.174713811
sixty,1.17217018
sizar,1.274448033
sized,1.225453283
sizel,1.280973357
sizer,1.28986257
sizes,1.121223511
skags,1.084011589
skail,1.308772342
skald,1.26274084
skank,1.133649784
skart,1.343175448
skate,1.374146907
skats,1.158281776
skatt,1.192183364
skaws,1.050682231
skean,1.316197416
skear,1.358038023
skeds,1.091183862
skeed,1.178255213
skeef,1.133580783
skeen,1.219116934
skeer,1.245259986
skees,1.075876925
skeet,1.244457382
skegg,1.066534858
skegs,1.076524861
skein,1.291344446
skelf,1.209753197
skell,1.179298959
skelm,1.237221998
skelp,1.249159069
skene,1.225441976
skens,1.13676787
skeos,1.144326387
skeps,1.086542256
skers,1.166975713
skets,1.149974812
skews,1.044157792
skids,1.063535636
skied,1.281606762
skier,1.346082261
skies,1.179096478
skiey,1.279927266
skiff,1.005649349
skill,1.150359048
skimo,1.188257369
skimp,1.141361079
skims,1.050107884
skink,1.094090332
skins,1.106957853
skint,1.275035036
skios,1.120023369
skips,1.060124305
skirl,1.289652683
skirr,1.176013988
skirt,1.310215441
skite,1.34203006
skits,1.125047292
skive,1.219923771
skivy,1.112967269
sklim,1.194917648
skoal,1.300308931
skody,1.169930143
skoff,1.006675214
skogs,1.04808565
skols,1.124199387
skool,1.152184403
skort,1.312203033
skosh,1.081555196
skran,1.305847208
skrik,1.12772542
skuas,1.106914693
skugs,1.009667745
skulk,1.077198773
skull,1.112294415
skunk,1.058209428
skyed,1.209687613
skyer,1.276981126
skyey,1.098808684
skyfs,0.956189122
skyre,1.284743909
skyrs,1.071367569
skyte,1.265672494
slabs,1.180864268
slack,1.288169267
slade,1.428584922
slaes,1.324353408
slags,1.198981912
slaid,1.367996597
slain,1.401222177
slake,1.384351652
slams,1.197414225
slane,1.470095048
slang,1.325681899
slank,1.310366359
slant,1.420956182
slaps,1.206898307
slart,1.444869386
slash,1.224230595
slate,1.485556363
slats,1.271085239
slaty,1.373559373
slave,1.366074044
slaws,1.164312952
slays,1.203505896
slebs,1.175943047
sleds,1.20650028
sleek,1.247798871
sleep,1.287545631
sleer,1.351596217
sleet,1.358713856
slept,1.369405479
slews,1.159540275
sleys,1.192519194
slice,1.424195812
slick,1.25513648
slide,1.39510923
slier,1.451738048
slily,1.205478726
slime,1.382165871
slims,1.164053574
slimy,1.271979409
sling,1.287420733
slink,1.272646447
slipe,1.393643216
slips,1.173895761
slipt,1.34292211
slish,1.191970926
slits,1.239456911
slive,1.334468856
sloan,1.393914569
slobs,1.145666476
sloes,1.286814021
slogs,1.162380704
sloid,1.335814323
slojd,1.17344472
slomo,1.178406664
sloom,1.185698401
sloop,1.197456243
sloot,1.274296734
slope,1.384765099
slops,1.170065986
slopy,1.277232324
slorm,1.325941158
slosh,1.190455033
sloth,1.340433657
slots,1.236178557
slove,1.326362702
slows,1.127443461
sloyd,1.272119222
slubb,1.091350426
slubs,1.107880552
slued,1.357710811
slues,1.253024865
sluff,1.080637547
slugs,1.124721864
sluit,1.366754823
slump,1.216113444
slums,1.124016296
slung,1.249711177
slunk,1.236067971
slurb,1.269750991
slurp,1.299704444
slurs,1.203407778
sluse,1.265070337
slush,1.152444127
sluts,1.197727969
slyer,1.380195426
slyly,1.020898549
slype,1.319551054
smaak,1.124943722
smack,1.208782052
smaik,1.241262954
small,1.212558488
smalm,1.181740873
smalt,1.359189949
smarm,1.195900272
smart,1.37652131
smash,1.145691545
smaze,1.246051861
smear,1.389539844
smeek,1.164762595
smees,1.107037451
smeik,1.237021538
smeke,1.168495779
smell,1.210731574
smelt,1.351879591
smerk,1.25542674
smews,1.075092051
smile,1.374308614
smirk,1.229604688
smirr,1.209518919
smirs,1.172132874
smite,1.373989017
smith,1.265382179
smits,1.157527983
smock,1.173682138
smogs,1.080804775
smoke,1.264185641
smoko,1.07029278
smoky,1.158491958
smolt,1.325195375
smoor,1.206266032
smoot,1.194542041
smore,1.383656872
smorg,1.252900591
smote,1.366919405
smout,1.284188574
smowt,1.219450113
smugs,1.041679845
smurs,1.130209155
smush,1.073280299
smuts,1.11616805
snabs,1.154417996
snack,1.259316065
snafu,1.236290399
snags,1.170758498
snail,1.392883734
snake,1.356908801
snaky,1.24716504
snaps,1.179749882
snare,1.470045357
snarf,1.311948103
snark,1.314976879
snarl,1.401360326
snars,1.256097844
snary,1.360307115
snash,1.199981344
snath,1.349045783
snaws,1.138570733
snead,1.363540386
sneak,1.315998565
sneap,1.354598358
snebs,1.146524032
sneck,1.25072361
sneds,1.178937828
sneed,1.265127077
sneer,1.327111884
snees,1.162533597
snell,1.262477502
snibs,1.120042754
snick,1.225918412
snide,1.366895239
snies,1.265155744
sniff,1.091914691
snift,1.278921752
snigs,1.13631202
snipe,1.364729835
snips,1.145548659
snipy,1.252205911
snirt,1.393508794
snits,1.211477198
snobs,1.119675291
snods,1.152719903
snoek,1.316325773
snoep,1.354749646
snogs,1.136695104
snoke,1.318697152
snood,1.18298462
snook,1.136170957
snool,1.235576503
snoop,1.170774476
snoot,1.247452342
snore,1.436012284
snort,1.395034956
snots,1.211413885
snout,1.337669669
snowk,1.161986246
snows,1.103200321
snowy,1.211520359
snubs,1.07808875
snuck,1.187656537
snuff,1.052094251
snugs,1.093133585
snush,1.125643686
snyes,1.19403573
soaks,1.170515682
soaps,1.206418308
soapy,1.311082302
soare,1.49078659
soars,1.28453413
soave,1.356522335
sobas,1.174009746
sober,1.370574984
socas,1.211523669
soces,1.241481332
socko,1.106864231
socks,1.087447944
socle,1.40889773
sodas,1.201248489
soddy,1.122399801
sodic,1.274640769
sodom,1.128438419
sofar,1.344130077
sofas,1.156035408
softa,1.297599766
softs,1.137184236
softy,1.240322711
soger,1.380167072
soggy,1.105036696
sohur,1.314222002
soils,1.24177825
soily,1.344335943
sojas,1.089417884
sojus,1.024542205
sokah,1.259081096
soken,1.315728573
sokes,1.175992123
sokol,1.156425824
solah,1.357243229
solan,1.388510215
solar,1.428797149
solas,1.249766586
solde,1.388696675
soldi,1.297026599
soldo,1.191538452
solds,1.173805504
soled,1.386840016
solei,1.4035785
soler,1.440420578
soles,1.283089065
solid,1.332723628
solon,1.236093286
solos,1.096595419
solum,1.274759306
solus,1.187640751
solve,1.326129316
soman,1.324757627
somas,1.185084975
sonar,1.425083619
sonce,1.403128689
sonde,1.376756307
sones,1.27131442
songs,1.145833365
sonic,1.316669672
sonly,1.321798483
sonne,1.289948774
sonny,1.180020009
sonse,1.287319934
sonsy,1.175890767
sooey,1.253415083
sooks,1.006432644
sooky,1.108120419
soole,1.321372494
sools,1.107524805
sooms,1.033281547
soops,1.041736458
soote,1.318715705
sooth,1.215125235
soots,1.108556698
sooty,1.210340445
sophs,1.10935618
sophy,1.215780762
sopor,1.223779669
soppy,1.113624233
sopra,1.348561856
soral,1.423291612
soras,1.277820661
sorbo,1.186177505
sorbs,1.168173497
sorda,1.359378113
sordo,1.216895078
sords,1.199603612
sored,1.407725745
soree,1.376596838
sorel,1.452941662
sorer,1.32580742
sores,1.303381209
sorex,1.301293003
sorgo,1.20203334
sorns,1.244115886
sorra,1.287569216
sorry,1.23132834
sorta,1.417914821
sorts,1.259054446
sorus,1.213185168
soths,1.167753494
sotol,1.259167507
souce,1.381501273
souct,1.340447893
sough,1.2388598
souks,1.099974555
souls,1.200800577
soums,1.127443573
sound,1.290380046
soups,1.137104806
soupy,1.241914384
sours,1.21582591
souse,1.261355483
south,1.30911107
souts,1.202071332
sowar,1.338281068
sowce,1.313971534
sowed,1.284122014
sower,1.346486105
sowff,1.013438755
sowfs,1.029260641
sowle,1.346896716
sowls,1.131198814
sowms,1.057420918
sownd,1.22248794
sowne,1.332091056
sowps,1.065431692
sowse,1.196137885
sowth,1.237682275
soyas,1.198167156
soyle,1.382456696
soyuz,1.134911847
sozin,1.210127118
space,1.386283393
spacy,1.273104909
spade,1.359288579
spado,1.279214938
spaed,1.357942415
spaer,1.419595756
spaes,1.253416755
spags,1.127443601
spahi,1.255715841
spail,1.351641174
spain,1.333793049
spait,1.364717566
spake,1.315871086
spald,1.304166931
spale,1.418991059
spall,1.224031144
spalt,1.369614268
spams,1.125840029
spane,1.404473094
spang,1.257503259
spank,1.245237283
spans,1.186992601
spard,1.319126511
spare,1.431044633
spark,1.274792392
spars,1.214002217
spart,1.38595353
spasm,1.131203895
spate,1.419194078
spats,1.202240731
spaul,1.314003731
spawl,1.251133452
spawn,1.233730258
spaws,1.093354543
spayd,1.237584252
spays,1.133472532
spaza,1.056705409
spazz,1.013955135
speak,1.274619114
speal,1.37278418
spean,1.35935163
spear,1.401062263
speat,1.389044607
speck,1.211286065
specs,1.160994931
spect,1.329811403
speed,1.221577112
speel,1.279701298
speer,1.287630788
speil,1.354531031
speir,1.376711411
speks,1.091496956
speld,1.297758213
spelk,1.253893269
spell,1.222289594
spelt,1.363782313
spend,1.283204506
spent,1.348301403
speos,1.187609784
sperm,1.291999656
spets,1.194667306
speug,1.234348695
spews,1.086977562
spewy,1.191473065
spial,1.34440761
spica,1.294235674
spice,1.354555891
spick,1.185836921
spics,1.134430472
spicy,1.240477225
spide,1.324734146
spied,1.325349679
spiel,1.381367274
spier,1.388780564
spies,1.223372001
spiff,1.046801768
spifs,1.063471901
spike,1.28284501
spiks,1.065117373
spiky,1.168836162
spile,1.386717824
spill,1.193344386
spilt,1.336270081
spims,1.09130554
spina,1.3087474
spine,1.367434145
spink,1.20585583
spins,1.148863122
spiny,1.256403955
spire,1.399387209
spirt,1.352793215
spiry,1.28695661
spite,1.386834667
spits,1.169492953
spitz,1.163438041
spivs,1.047781156
splat,1.348307847
splay,1.285309053
split,1.322974346
splog,1.233113386
spode,1.319579732
spods,1.106880736
spoil,1.321106182
spoke,1.274988785
spoof,1.08605325
spook,1.093215448
spool,1.193564809
spoom,1.113598147
spoon,1.173410267
spoor,1.217615935
spoot,1.204734081
spore,1.393458958
spork,1.242444224
sport,1.3541599
sposh,1.123419266
spots,1.167623797
spout,1.294389711
sprad,1.313092799
sprag,1.288080808
sprat,1.380155886
spray,1.31260814
spred,1.337482752
spree,1.310733047
sprew,1.284555911
sprig,1.26006797
sprit,1.352442552
sprod,1.286897049
sprog,1.26172187
sprue,1.356614594
sprug,1.219161971
spuds,1.067375653
spued,1.287232105
spuer,1.350379074
spues,1.181385569
spugs,1.052311075
spule,1.346782333
spume,1.269482749
spumy,1.159596572
spunk,1.170427894
spurn,1.280610895
spurs,1.140496249
spurt,1.312932353
sputa,1.290316132
spyal,1.282464426
spyre,1.326406777
squab,1.105896509
squad,1.148023422
squat,1.216278173
squaw,1.092549896
squeg,1.155121298
squib,1.082164924
squid,1.123214421
squit,1.192291606
squiz,1.013515591
stabs,1.158638221
stack,1.267033955
stade,1.405638314
staff,1.131672769
stage,1.39137609
stags,1.175158059
stagy,1.283722941
staid,1.345836767
staig,1.322532038
stain,1.38234933
stair,1.425304015
stake,1.361579406
stale,1.464631642
stalk,1.307570601
stall,1.272004426
stamp,1.26643639
stand,1.338843278
stane,1.450672185
stang,1.306189882
stank,1.292672288
staph,1.289825533
staps,1.184324359
stare,1.476846773
stark,1.322238714
starn,1.401492158
starr,1.29927888
stars,1.262113334
start,1.301330548
stash,1.200109048
state,1.334861313
stats,1.118291643
staun,1.345993764
stave,1.344691757
staws,1.142146337
stays,1.180743641
stead,1.368357541
steak,1.321757285
steal,1.418823111
steam,1.349547248
stean,1.407175572
stear,1.448419956
stedd,1.183573801
stede,1.267811075
steds,1.180702382
steed,1.267803049
steek,1.222499138
steel,1.323847025
steem,1.25079234
steen,1.308355025
steep,1.260673718
steer,1.334597105
steil,1.399400186
stein,1.382726691
stela,1.407607407
stele,1.327657902
stell,1.268017795
steme,1.254635214
stems,1.167393289
stend,1.329351329
steno,1.367982526
stens,1.225818096
stent,1.264530553
steps,1.175202884
stept,1.214488757
stere,1.342388885
stern,1.396942317
stets,1.109718825
stews,1.133794099
stewy,1.237873136
steys,1.16710743
stich,1.277407352
stick,1.232119752
stied,1.37291451
sties,1.270323445
stiff,1.097836737
stilb,1.280241216
stile,1.431591655
still,1.239846427
stilt,1.252996816
stime,1.358911427
stims,1.141189397
stimy,1.250338336
sting,1.267251344
stink,1.253934675
stint,1.235604316
stipa,1.312157897
stipe,1.369414421
stire,1.447260718
stirk,1.288690693
stirp,1.325301061
stirs,1.230872794
stive,1.310584953
stivy,1.204311538
stoae,1.440314071
stoai,1.349794056
stoas,1.23520829
stoat,1.275408904
stobs,1.123699019
stock,1.232068123
stoep,1.358176484
stogy,1.248480476
stoic,1.311531151
stoit,1.249710357
stoke,1.322130804
stole,1.425819207
stoln,1.352619106
stoma,1.299689168
stomp,1.231292022
stond,1.304015555
stone,1.411169927
stong,1.272819671
stonk,1.257552823
stonn,1.210825988
stony,1.309130327
stood,1.186579049
stook,1.141017806
stool,1.240923485
stoop,1.175733232
stoor,1.266197985
stope,1.36163091
stops,1.148703377
stopt,1.189048788
store,1.441927892
stork,1.290298764
storm,1.314403521
story,1.336788372
stoss,1.045221005
stots,1.08432413
stott,1.092636722
stoun,1.314535522
stoup,1.266894003
stour,1.357876719
stout,1.211063085
stove,1.304417369
stown,1.247406728
stowp,1.200648555
stows,1.105833452
strad,1.35955116
strae,1.469993108
strag,1.337265846
strak,1.316424234
strap,1.351253796
straw,1.307521236
stray,1.360485554
strep,1.373750171
strew,1.331188009
stria,1.387100381
strig,1.308203576
strim,1.310435718
strip,1.324197339
strop,1.324357423
strow,1.278713933
stroy,1.334210708
strum,1.270796018
strut,1.226453462
stubs,1.083084276
stuck,1.195310377
stude,1.332313244
studs,1.112489535
study,1.219960299
stuff,1.058814775
stull,1.201136922
stulm,1.257147448
stumm,1.09334671
stump,1.192870963
stums,1.099404226
stung,1.228698495
stunk,1.217242253
stuns,1.155628995
stunt,1.19666519
stupa,1.272616212
stupe,1.328634882
sture,1.405967632
sturt,1.22943463
styed,1.298366434
styes,1.19654196
style,1.355056888
styli,1.273767979
stylo,1.290280344
styme,1.286400962
stymy,1.064383573
styre,1.370304687
styte,1.223740594
suave,1.319392248
subah,1.244020287
subas,1.132366537
subby,1.042282617
suber,1.334519196
subha,1.207655261
succi,1.128847771
sucks,1.045192371
sucky,1.147858501
sucre,1.384308474
sudds,0.975835052
sudor,1.323182518
sudsy,1.092699334
suede,1.256037861
suent,1.382411934
suers,1.243548514
suete,1.314412767
suets,1.226588547
suety,1.324264642
sugan,1.284869478
sugar,1.330424312
sughs,1.052731493
sugos,1.120626328
suhur,1.151609979
suids,1.142726925
suing,1.252178228
suint,1.351296398
suite,1.415339233
suits,1.202832482
sujee,1.159828142
sukhs,1.022415182
sukuk,0.915449034
sulci,1.283240798
sulfa,1.248506507
sulfo,1.232134224
sulks,1.088508262
sulky,1.190219112
sully,1.157252973
sulph,1.234910148
sulus,1.023678354
sumac,1.252922997
sumis,1.117701729
summa,1.115591192
sumos,1.119807583
sumph,1.166005128
sumps,1.053746709
sunis,1.174445109
sunks,1.074376943
sunna,1.193094336
sunns,1.030200123
sunny,1.136498901
sunup,1.107975132
super,1.354762766
supes,1.185197961
supra,1.306809453
surah,1.344421165
sural,1.382685118
suras,1.235097006
surat,1.408506549
surds,1.155148285
sured,1.370837426
surer,1.290357397
sures,1.265002379
surfs,1.11250749
surfy,1.217576311
surge,1.355877826
surgy,1.244550123
surly,1.306562392
surra,1.245663528
sused,1.202480323
suses,1.077249772
sushi,1.10377242
susus,0.857028247
sutor,1.375213457
sutra,1.366134895
sutta,1.219557244
swabs,1.072985449
swack,1.180972974
swads,1.104449486
swage,1.306828223
swags,1.090902735
swail,1.31225151
swain,1.29533534
swale,1.38117089
swaly,1.268849749
swami,1.212506615
swamp,1.180435571
swamy,1.199163855
swang,1.221888284
swank,1.207877901
swans,1.150681912
swaps,1.097933713
swapt,1.269403384
sward,1.281993085
sware,1.392588596
swarf,1.23173296
swarm,1.258785399
swart,1.347063817
swash,1.119321794
swath,1.268259645
swats,1.163680244
swayl,1.254212861
sways,1.096437398
sweal,1.334508491
swear,1.363206671
sweat,1.349940531
swede,1.184227644
sweed,1.183825474
sweel,1.240386678
sweep,1.176121601
sweer,1.249437545
swees,1.080736535
sweet,1.25020126
sweir,1.33702478
swell,1.184732158
swelt,1.326436823
swept,1.261376011
swerf,1.229373327
sweys,1.084715491
swies,1.184090215
swift,1.199559706
swigs,1.057545086
swile,1.349499094
swill,1.155247827
swims,1.055216163
swine,1.330367281
swing,1.183075844
swink,1.170092747
swipe,1.28430628
swire,1.361789144
swirl,1.295292138
swish,1.085228836
swiss,0.959370058
swith,1.235946505
swits,1.1312622
swive,1.225816714
swizz,0.942250095
swobs,1.038598593
swole,1.342916789
swoln,1.268519427
swoon,1.136515043
swoop,1.090769698
swops,1.0635428
swopt,1.235219986
sword,1.250656611
swore,1.35692368
sworn,1.282893172
swots,1.12993665
swoun,1.227625525
swung,1.143144493
sybbe,1.122264375
sybil,1.241341592
syboe,1.290105955
sybow,1.133700612
sycee,1.24321331
syces,1.167680539
sycon,1.260462695
syens,1.183129199
syker,1.274922754
sykes,1.10608649
sylis,1.160426418
sylph,1.200944632
sylva,1.207069207
symar,1.307455417
synch,1.211312102
syncs,1.110316881
synds,1.085338539
syned,1.300082408
synes,1.197990807
synod,1.25291031
synth,1.249228068
syped,1.252634743
sypes,1.152324901
syphs,1.034802092
syrah,1.320796323
syren,1.370086447
syrup,1.240329982
sysop,1.109016443
sythe,1.306723091
syver,1.263760996
taals,1.285292473
taata,1.013992545
tabby,1.118888012
taber,1.406518776
tabes,1.368467251
tabid,1.287165709
tabis,1.311712436
tabla,1.207123315
table,1.408825599
taboo,1.194423433
tabor,1.365467312
tabun,1.284878045
tabus,1.271201576
tacan,1.245739022
taces,1.404775274
tacet,1.310301211
tache,1.375939672
tacho,1.293794664
tachs,1.282344701
tacit,1.252878686
tacks,1.24988866
tacky,1.220218743
tacos,1.348170723
tacts,1.22034194
taels,1.43527755
taffy,1.099037827
tafia,1.181231764
taggy,1.135079903
tagma,1.141748189
tahas,1.208115304
tahrs,1.345268768
taiga,1.221927701
taigs,1.331613088
taiko,1.300072942
tails,1.404106034
tains,1.3887773
taint,1.291012504
taira,1.312049566
taish,1.373961885
taits,1.270615545
tajes,1.284535967
takas,1.171148488
taken,1.348478686
taker,1.377281343
takes,1.338698174
takhi,1.216955828
takin,1.2949189
takis,1.285938906
takky,1.092568285
talak,1.200730965
talaq,1.132036882
talar,1.316514154
talas,1.270813388
talcs,1.360111808
talcy,1.331173968
talea,1.331672177
taler,1.470832474
tales,1.443026117
talks,1.292010407
talky,1.261207907
talls,1.259682203
tally,1.227816124
talma,1.207213227
talon,1.392971555
talpa,1.216969865
taluk,1.278952459
talus,1.347316056
tamal,1.228712754
tamed,1.352430205
tamer,1.412123058
tames,1.377886701
tamin,1.329285687
tamis,1.321711809
tammy,1.135732437
tamps,1.262345183
tanas,1.263458962
tanga,1.196656744
tangi,1.298172148
tango,1.312958663
tangs,1.306993552
tangy,1.280328648
tanhs,1.317057357
tanka,1.170692351
tanks,1.280963157
tanky,1.2507668
tanna,1.126299898
tansy,1.351121472
tanti,1.241032821
tanto,1.255889656
tanty,1.218632929
tapas,1.216843034
taped,1.360587506
